sentiment,review
1,"I had a Simple checking account and at one point there was a security data breach. My account had been compromised and instead of blocking access to the offending hack they froze my account, started procedures to close the accout, blocking me from EVER getting a new account and blocking me from my own money! This all occurred two days before my employment direct deposit hit. I had no time to re-direct the deposit to another account and I was blocked from accessing the funds when they did get deposited. I'm currently facing eviction from my appartment because I haven't been able to pay my rent because of this error on the banks' side! I'm furious, speechless with anger. I can't even describe how violated I feel! "
1,"Long story short, I waited two weeks for my debit card and still waiting. I have been with them for a year. They do not respond timely. They mailed three different debit cards to a wrong address. When I asked them to record my feedback, they simply ignored it. They will not help you. The interest sucks. Go with Ally or a Credit Union. "
5,I haven't had to use my Wells Fargo account in years. Just wish Simple did mortgages!
5,"I've been with Simple since the beginning and I love them. I recommend them to everyone. They make banking so easy for me, with the tools I want for managing my money.  Their customer service has never once been anything less that perfectly helpful. They always respond prompted to support chat messages. This is so flipping easy! If Simple was a man I'd marry him."
1,This is not a bank. Scam. Horrible customer service. It's an app that's all. If you need a real bank that can serve a normal consumer in 2016 look elsewhere. 
1,"Simple.I'm closing my account with Simple this week because of their arbitrary and inconsistent application of their policies, and don’t give notice to customers when they decide to change their policies (or in this case, enforce an unknown policy that was never enforced before). I normally have a direct deposit split between my traditional credit union and Simple. Pretty frequently over the past year or two, I would write a check from my credit union and deposit it in Simple with their app. Easy, secure, never had any problems with deposits. It is also much faster to deposit a check than an external account transfer, which is usually a couple of days late if they work at all. Three days ago, I went to do the same thing and my deposit was rejected. I was informed because my name was on both accounts I cannot deposit that check. Now, this normally wouldn’t be a big deal, although frustrating, but I just switched jobs and my direct deposit has not been set up yet. In my budgeting timeframe, I had planned on that deposit working, just as it has in the past. That means all my automatic payments - think housing payment, student loans, car payment, everything, will be late and I’ll be hit with late fees (and probably a credit score drop) because their customer service flat out refused to help me out with depositing this check and told me it was impossible. They have taken a “hard line” in June 2016 with this policy that I’ve never heard of and was never informed of. Well, it’s November I have certainly deposited many of my checks since June. Impossible? No. Stubborn? Yes. Completely unwilling to help a customer? Absolutely. So if you want impersonal, canned customer service (“I’m sorry”, “I understand that must be frustrating”, “Have a great day!”), you will never change jobs or direct deposit methods, and you’re OK with external transfers that always complete two business days after the date they quote you, then go ahead, sign up with Stupid Simple. And this was all to put a few thousand dollars INTO the bank. That’s what a bank wants their customers to do, right?"
5,Bank is all online. Very easy to use and the app is great. Many ways to save money with this bank. No mothly fees. Only down fall is there is no way to deposit cash at this point.
5,"I love everything about Simple, from the user interface, to Goals, to the general polish across the whole experience.  My only concern is the lack of Joint Accounts.  However, Joint Accounts are in Beta, so I'm excited to see what Simple will come up with!"
5,"Excellent mobile app that's updated frequently. Good website. Customer services responds VERY fast and is available via chat or phone. No fees. Ever. Other banks I've used in the past include Wells Fargo, Bank of America, and a small local bank."
5,"I've been using Simple since the invite-only days. Their customer service is impeccable, their lack of overdraft fees is great (if you have an ""OOPS!"" moment you don't need to battle it out like with Bank of America), their goal and Safe-to-Spend features are unique and consistent across devices, the apps are clean, and many many large chains (CVS, 7-Eleven, Walgreens, gas stations) allow withdrawal of funds without a fee (Allpoint systems). I would recommend them, twice."
5,Makes budgeting and financial accountabilty so easy!
5,"One of my coworkers told me about simple and I absolutely love it. As a freelancer I sometimes live paycheck to paycheck...not worrying about how much I'm going to be charge for how little I have in my account has been a dream. Also the fact that you get an alert everytime your card is used is magnificent, it actually helped me refute a purchase that was made at GameStop for 56.99. I admit the lack of ATMs is a little annoying and so is the inablity to desposit cash, but these are all minor compared to the fact that I have actually started managing my money so much more effectively with Simple. Simple is better than any big bank I've ever used and I've been with Wells Fargo, Chase, and BOA. "
5,"I love the bank but , I wish it have a higher withdrawal each day An some where I can put money into it daily! "
1,"This bank should get no stars. I had someone write me a bad check, first time I ever had an OD in simple. They blocked my account, CS on the phone hangs up on you with no information and no explanation. They don't respond to the support messages. I wasn't given any chance to correct the OD and was turn to collections. Absolutely worst bank, totally a scam. Don't fall for the 'no fees'bright an shinny. The treat you like trash. Should have a 'No Star' option."
1,"I have never encountered customer service as poor as Simple Bank. It has been 1 month and they still have no sent me a new debit card. They lied about sending one out, blamed it on the courier - super unproffesional. It's like you're interacting with some uneducated kids in college on the other end. It's been so long my address has changed and now they want photos of me in front of my house holding my license.. I sent 3 photos, they want more. Furious with this bank, if I had another option I would immediatley transfer my funds, but that will have to wait til next week. I will rate this bank 1 star on every possible website for all they have put me through."
1,"At the start I was happy with the banking services Simple offers. After using it for a few years, unfortunately I feel strongly that I need to put a review out there to let people know the difficult experiences I had, which ultimately caused me to leave its customer base.If you are an entrepreneur, small business owner OR aspire to become one- THIS IS NOT THE BANKING SERVICE FOR YOU.Simple banking does not provide a way for its users to deposit cash. While at the start this was a minor inconvenience for me, it became more problematic for me later.My experience using their electronic check feature earns them a 'one star' rating. On several occasions the persons that were meant to receive the check I sent through Simple's system- never received them and I had to go through a process of contacting Simple customer service and get the checks sent a second time. This caused me extra time, inconvenience and worry and I lost confidence in the checking system all together.This brings me to my ""last straw"" issue- I am a hairstylist- I worked as an employee and recently started renting a chair at a salon. This is a fairly minor change in the big picture of my job reality- but it meant that I needed to be able to start depositing cash on a regular basis. I went to a credit union and opened A PERSONAL ACCOUNT there- simple so I had the ability to deposit cash and write reliable checks as needed. This additional account is not classified as a business account and it is in my name only. - I then tried to write myself a check out of my personal credit union account into my simple account- at which time Simple declined it and specifically told me that I could not deposit a personal check to myself from another account. The message also told me to instead set up an external transaction account feature with in Simple- which has to be in my name specifically. So that is what I did. The external account connection was set up successfully and when I had a question about it- I called Simple's customer service- out of ignorance- I told the woman that I was in part using this new account for business. Who knew that would be such a big deal. I was told that connection with business accounts was not allowed and that I needed to disconnect that external transaction feature immediately. This is incredibly inconveniencing to me- because now I have absolutely no way to move money between my two accounts.For those reading this- SIMPLE DOES NOT ALLOW SIMPLE ACCOUNTS TO BE USED AS  BUSINESS RELATED ACCOUNTS AND DOES NOT ALLOW ANY ASSOCIATION WITH what they deem to be BUSINESS RELATED ACCOUNTS. can not recommend Simple to anyone who owns a small business- or would like to start one in the future. I am taken aback by this policy. There is NO ROOM FOR GROWTH with in this banking system. I was enamored with and drawn in by the 'simple' user interface and the youthful modern vibe the culture of the customer service people presents. BEWARE- because under that appealing interface is a big business rigid banking system (BANCORP+) that does not allow its users any options or the ability to grow their personal finances.I had no option but to close out my Simple account and move entirely into credit union accounts. Again, extra time, headache and inconvenience for me.Final verdict-The name of the company should be 'Basic' rather than 'Simple'Its lack of options/ services proves to be inconveniencing in the long run.Dont be fooled by the modern friendly interface- its a big business bank with limited services."
1,"This bank seems great until you have an issue. My card was locked from use for absolutely no reason and my funds frozen. You cannot reach anyone to help. CSRs literally say I cannot help you I'm disconnecting the call without any information!! Then you try to use their ""support"" and noone can get back to you. So yea its pretty and shiny on the outside,but there is nodepth to this company. They currently have my money locked with no way to get it out."
5,"This is everything  I needed from a bank that's brick and motar. No frills, just your account, and helping establish goals to better manage your money. Super friendly customer service. Only issue is that I wish they we're a tad faster witht the tech features...but they're already ahead of most."
5,wonderful support and easy to use.
4,"Not for those living paycheck to paycheck, if you don't read the very clearly stated policies you will be frustrated. But not too worry, the superb support team (except one overzealous gal who blocked my card) will answer your call,no phone tree or long wait."
5,"easy to use, no monthly fees, no need to visit a branch to open, my only complain is that deposit from another account is a little hide, take a while to find that option, should be easier to add funds from other bank account, transfers from your bank take up to 4 days"
5,"No fees not trouble... neutral points, no checkbook, it takes upto 4 business days to get the full amount of your deposit over $100. The app for check deposits sometimes takes blurry pictures of the check and you have to reporcess the check. But all this is classic for Online banking only banks. Their goal is that you autodeposit your check and you spend it on the ATM card because that is how they make their money...Nothing wrong with that... just beware if it fits your lifestyle."
5,Wonderful
5,"First, this is a real bank. Yes, they want your business. But sometimes when isues or flags are raised, they like ALL OTHER financial institutions, require fact checking paperword from potential customers. This is called....Good Business ! It protects them, but moreso it protects you and I. It keeps their service FREE !!! If they allowed every flag to pass through, well then, sure enough the fraud community would make ""Simple"" their object of attack !! Every member would start paying monthy fee's. So..... if they ask, simply givde them the proof that you are real. It's really that simple. Yes, some innocent folks do get caught up in the process. But they also get their funds back if they decide to cancel out after the fraud departent concludes their work. But why would any honest person say no to free banking. Most complainers are morons....there's always a reason that a bank freezes ones assets that are on deposit. These people are either shady, or they were at some point !  You'd be foolish to pay for banking, when you can get it free, right here ! "
5,Simple changed the way I manage my banking and made it way easier to track and save money. There support team is also amazing and everyone once in a while will send a fun gif. 
5,"The bank is really really simple, so the name. The easiest banking experience I have ever had. Customer service is exceptionally good."
1,I enthusiastically joined Simple. I was excited when my card arrived. I played around with the app setting up goals. It was great until I had my first direct deposit. My job deposited money on Tuesday I started paying bills this is where I hit my first problem.Even though Simple is an online bank they send checks for bill pay. They literally cannot do electronic bill pay. Which is fine because I can initiate the payment from the billing company. This is where I found problem number 2. You cannot budget money for an inbound payment. If you know your credit card is going to deduct $100 for a payment you can't budget $100. Instead you have to set up a goal of $100 for your payment. When the payment hits your account the money is taken from your safe to spend. You have to go and edit the transaction to take the money from the goal you set up. You have to do this process for every bill you wanted to budget for and you have to do it every month manually if you have a recurring payment. With that said my biggest problem came on Thursday when I was checking my account for cleared transactions. I had a message that my card was blocked. I call customer support and they could not tell me want the issue was. I was told I would get an email from support. I called throughout the day for updates and every person said the exact same thing. I don't know what's wrong wait for an email from support. 36 hours later I get an email from support saying they cannot verify my direct deposit and need a copy of my paystub. I have never had a problem with a direct deposit before. I send them the requested documents at 11 and at 1 call because I never get confirmation they received them. The rep says yeah they're here I'll forward them to the review team. So if hadn't called they wouldn't have been forwarded. When I ask how long does this process takes I was told I don't know wait for a support email. This seems to be the typical response from them. I ask to speak with a manager and I get one on the phone who says she will email me with an update at 5. At 530 I call because I didn't get an update and she's busy so I can't speak to her. Every time I call back the manager is busy until she leaves for the day. Now we're on a 3 day weekend and I still don't have to my money or any status on the review. Needless to say my account will be closed asap.
4,Had a recent fraud issue via atm use and their support team kept in touch a full week and ultimately provided a credit for the loss within a few days. Very impressed.
1,apparently a deposit was made into my account without my knowledge .. when i called and explained the situation the lady goes i can no longer continue this call and if you need additional support email them and hangs up. when i called back the second time to speak to the supervisor there was no supervisor around (typical) and when i explained the situation i got the exact same response and said i want to speak to a supervisor now and the girl hung up. insanely unprofessional and rude . BEWARE!! 
5,"Ive had my simple account for over a year now. Ive had chase, and wells before. I hated them both! Simple is very easy and basic to use. The customer service is also VERY good. They usually always answer within 24 hours. Ive never had a bad customer service rep, plus you can deal with them completely online so you dont need to wait  on the phone."
5,No fees; Even when my account went inactive for months! I love my BANK account. No drama just SIMPLE. 
1,"Wow, where do I start?  The beginning was excellent. It was like playing with a new toy. You cannot wait to whip out the white card, and tell all your friends about how you have an account at a new bank! You might even refer your friends to the bank (which I regret that I did).  It is a startup in Oregon, so it gives you a cool hipster feeling that everything is going to be all right. Well.. That is when things start to happen:"
5,I could not speak more highly about simple. Trully elegant and powerful tool to manage your personal finaces.
1,"I should have left  the time when they conducted a massive upgrade a couple of years back that left thousands (including me) without access to their account for weeks. I didn't even know what my balance was because the system crashed and couldn't tally it accurately. It was a complete nightmare. I should have fled then but I was foolish. "
5,"I wanted a straight debit card account similar to Green Dot but without the fees, and that’s Simple. No fees. Friendly customer service. Simple reps and the interface seem to reflect a true desire to serve and to provide bank service that works. I feel welcome and wanted and respected. Too often, debit card services act as if I'm doing them a favor by letting them handle my money. The reps (at some other services) are uninformed and they don't show enthusiasm for their product. Simple is a better experience. However, Simple is NOT a full-service bank. You can’t write a check or make a deposit at a branch or local ATM in the same way that you can with most major banks. Similarly, while Simple will handle money transfers and payments like a bank, the Simple system is clearly focused more on card transactions because that is how Simple earns money, via processing fees paid by vendors. Judging Simple against full-service banks, it comes up short. If you want a full bank, try something like Wells Fargo. But judging against debit-card services, Simple is a champ and far superior to competitors like Green Dot. For this reason, I recommend it. "
5,If you want to keep it simple sign up today!
5,"The thing I like most about Simple is the fast and minimalist online banking platform.  Simple has a fast and easy to use website and the most impressive feature is their goals functionaity.  While it is cool to be able to save for a goal over time, I use goals as virtual envelops or sub-accounts.  So after I get my paycheck depositted I drag money over to my goals for each of my monthly bills.  This adjusts my ""safe-to-spend"" balance so that I know exactly how much is left after budgeting.  Then when my bills actually get paid, I just select the transaction and choose to pay that transaction from the goal which takes it out of the virtual envelope. "
5,"These guys are amazing. Best customer service I've ever recieved. When you call, you don't have to go through any menus. They're incredibly helpful, kind, and respectful. The mobile app is incredibly well designed and I love love love the goals feature. Probably the only thing that sucks is the check deposit limit, that's pretty weak. "
